,ID_MN_RESI,CASO,CASO_VAC,CASO_N_VAC,CASO_IGN,COV_1,E_COV_1,COV_2,E_COV_2
217,353930.0,16,16.0,0.0,0.0,1.0,0.0,1.0,0.0
218,353940.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
219,353980.0,61,24.0,28.0,9.0,0.9439359267734554,0.02945429716757734,0.9260763606823721,0.033500412247932064
220,354020.0,6,5.0,1.0,0.0,0.9861932938856016,0.04763766188753923,0.9861932938856016,0.04763766188753923
221,354060.0,3,2.0,1.0,0.0,0.9661835748792271,0.10435975359755005,0.9661835748792271,0.10435975359755005
222,354070.0,11,8.0,3.0,0.0,0.9744214372716201,0.047600897486888866,0.9744214372716201,0.047600897486888866
223,354075.0,3,3.0,0.0,0.0,1.0,0.0,1.0,0.0
224,354080.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
225,354090.0,2,2.0,0.0,0.0,1.0,0.0,1.0,0.0
226,354100.0,148,63.0,66.0,19.0,0.9466635880858923,0.018470509562586408,0.9320563090570161,0.020685441055216563
227,354130.0,2,2.0,0.0,0.0,1.0,0.0,1.0,0.0
228,354140.0,15,10.0,4.0,1.0,0.975177304964539,0.040171738694956084,0.970873786407767,0.04341879567960756
229,354150.0,4,4.0,0.0,0.0,1.0,0.0,1.0,0.0
230,354160.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
231,354200.0,2,2.0,0.0,0.0,1.0,0.0,1.0,0.0
232,354220.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
233,354240.0,2,1.0,0.0,1.0,1.0,0.0,0.977198697068404,0.10554952277537227
234,354260.0,8,5.0,3.0,0.0,0.9596928982725528,0.06953635674755007,0.9596928982725528,0.06953635674755007
235,354320.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
236,354330.0,93,29.0,37.0,27.0,0.9557945041816011,0.02131468521931232,0.9232106006299555,0.027609564244833608
237,354340.0,83,49.0,24.0,10.0,0.972313777191826,0.018009266649101394,0.9637694092450473,0.020510924226678034
238,354370.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
239,354390.0,16,12.0,4.0,0.0,0.977198697068404,0.03731739165273484,0.977198697068404,0.03731739165273484
240,354410.0,55,20.0,14.0,21.0,0.9766555502620295,0.020360160029913057,0.9467639298463449,0.030272096659300033
241,354420.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
242,354425.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
243,354430.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
244,354450.0,2,2.0,0.0,0.0,1.0,0.0,1.0,0.0
245,354490.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
246,354520.0,11,10.0,1.0,0.0,0.99304865938431,0.025050892706529937,0.99304865938431,0.025050892706529937
247,354530.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
248,354540.0,3,3.0,0.0,0.0,1.0,0.0,1.0,0.0
249,354560.0,2,1.0,1.0,0.0,0.9345794392523366,0.1748438031202776,0.9345794392523366,0.1748438031202776
250,354580.0,12,6.0,4.0,2.0,0.9661835748792271,0.052179876798775025,0.9523809523809523,0.061475926130276436
251,354640.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
252,354660.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
253,354680.0,13,11.0,1.0,1.0,0.9942004971002485,0.021060112984332798,0.990952175786299,0.02626193661307464
