,Municipio,0 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 29 anos,30 a 39 anos,40 a 49 anos,50 a 59 anos,60 a 69 anos,70 a 79 anos,80 anos e mais,Total
1383,251140,1323,1252,1283,1505,3104,2832,2416,2146,1379,956,541,18737
1384,251150,919,888,900,957,2123,1791,1685,1231,781,502,259,12036
1385,251160,596,562,546,516,1039,1053,824,572,399,257,154,6518
1386,251170,380,355,351,373,805,781,634,501,387,234,136,4937
1387,251180,800,783,809,775,1733,1681,1400,1130,745,458,276,10590
1388,251190,1894,1671,1658,1819,3380,2898,2639,1755,1018,530,216,19478
1389,251200,1643,1518,1572,1567,2913,2736,2424,1804,1220,922,529,18848
1390,251203,322,308,314,305,639,636,466,372,257,168,90,3877
1391,251207,287,279,267,280,703,670,601,491,378,263,147,4366
1392,251210,1996,1957,2164,2396,4868,5073,4707,3994,2786,1849,1013,32803
1393,251220,318,302,319,321,604,632,547,509,342,227,144,4265
1394,251230,1809,1740,1824,1847,3904,3905,3173,2322,1615,1043,567,23749
1395,251240,1145,1082,1115,1101,2199,2185,1795,1335,893,617,334,13801
1396,251250,3286,3092,3139,3437,7789,7094,5797,4809,2963,1991,991,44388
1397,251260,162,157,168,149,367,313,281,203,104,72,33,2009
1398,251270,1587,1502,1579,1605,3097,2975,2478,2054,1449,1027,620,19973
1399,251272,526,484,461,455,998,929,756,634,401,321,174,6139
1400,251274,299,281,271,293,633,559,489,334,226,165,100,3650
1401,251275,326,308,315,372,741,686,604,525,340,224,121,4562
1402,251276,338,316,315,393,729,697,672,473,309,224,105,4571
1403,251278,170,165,169,165,334,291,269,203,121,71,41,1999
1404,251280,585,552,587,638,1393,1420,1167,958,672,391,192,8555
1405,251290,1737,1651,1764,1903,4008,3801,3302,2683,1803,1035,571,24258
1406,251300,363,332,318,313,607,604,545,354,265,171,103,3975
1407,251310,854,829,821,821,1847,1765,1566,1340,1071,743,466,12123
1408,251315,531,492,458,462,1129,987,835,671,470,319,172,6526
1409,251320,386,394,434,365,745,940,978,813,705,508,311,6579
1410,251330,356,351,345,347,831,837,796,741,592,431,226,5853
1411,251335,281,267,273,296,619,584,468,370,244,130,59,3591
1412,251340,991,960,1044,1217,2336,2300,2147,1796,1292,879,508,15470
1413,251350,373,358,371,395,815,789,701,536,390,263,107,5098
1414,251360,432,443,461,436,1003,1020,918,862,689,451,227,6942
1415,251365,171,165,170,185,388,410,365,296,243,162,85,2640
1416,251370,10389,9809,10510,11888,24167,21121,19537,14670,8936,4829,2237,138093
1417,251380,287,281,277,316,660,627,710,623,360,266,143,4550
1418,251385,146,148,159,150,360,370,355,324,225,167,92,2496
1419,251390,2490,2372,2634,2984,5987,5572,4928,3678,2149,1304,552,34650
1420,251392,338,318,325,345,679,673,625,507,370,269,153,4602
1421,251394,172,166,174,187,410,400,337,322,213,163,101,2645
1422,251396,182,175,176,208,441,477,452,386,284,220,118,3119
1423,251398,188,188,199,208,423,500,497,414,359,243,158,3377
1424,251400,252,243,250,280,632,601,596,533,368,263,152,4170
1425,251410,360,338,320,317,684,603,570,506,357,233,120,4408
1426,251420,546,514,530,531,1026,1138,1035,884,696,468,254,7622
1427,251430,524,509,529,541,1120,1056,814,553,395,252,101,6394
1428,251440,346,336,346,334,659,685,627,514,367,285,132,4631
1429,251445,490,458,443,437,1006,889,812,665,415,260,162,6037
1430,251450,1439,1365,1450,1626,3317,3330,2706,2174,1450,1018,531,20406
1431,251455,274,273,277,290,641,596,548,414,271,219,95,3898
1432,251460,275,264,280,315,566,548,542,402,233,129,65,3619
1433,251465,138,129,133,155,286,284,261,193,131,76,35,1821
1434,251470,267,257,275,307,653,643,606,473,330,227,115,4153
1435,251480,266,254,240,248,474,538,499,420,315,222,131,3607
1436,251490,500,478,492,525,943,1099,1081,1015,720,540,289,7682
1437,251500,658,624,623,659,1289,1111,953,731,426,242,134,7450
1438,251510,859,827,848,945,1843,1753,1605,1382,853,577,301,11793
1439,251520,279,266,271,271,587,564,411,371,239,176,99,3534
1440,251530,3772,3619,3734,4153,8665,8184,7150,5882,3938,2571,1309,52977
1441,251540,900,833,842,971,2057,1741,1296,971,627,447,234,10919
1442,251550,897,874,934,966,1929,2052,1774,1708,1243,849,581,13807
1443,251560,225,215,215,232,504,480,411,331,233,164,104,3114
1444,251570,217,209,211,186,455,516,370,317,213,148,79,2921
1445,251580,479,468,468,474,1129,1037,878,833,582,375,278,7001
1446,251590,499,470,448,432,967,872,780,639,470,291,169,6037
1447,251593,371,349,347,421,809,727,699,572,364,310,183,5152
1448,251597,578,554,587,603,1322,1308,1074,867,472,314,166,7845
1449,251600,1931,1828,1865,2015,3984,3776,3462,2868,2047,1434,841,26051
1450,251610,1177,1101,1145,1264,2379,2283,2071,1571,1096,740,384,15211
1451,251615,310,296,306,305,609,522,436,378,219,164,86,3631
1452,251620,4628,4507,4999,5480,10452,10994,10188,7829,5382,3637,1901,69997
1453,251630,1035,1008,1065,1166,2548,2783,2460,2084,1372,999,576,17096
1454,251640,762,717,757,789,1824,1869,1673,1194,656,492,291,11024
1455,251650,1123,1075,1114,1191,2491,2416,1926,1660,1155,851,503,15505
1456,251660,1094,1055,1067,1162,2428,2399,1891,1562,1023,737,373,14791
1457,251670,1295,1196,1247,1338,2498,2456,1918,1489,991,602,303,15333
1458,251675,236,222,226,260,559,540,411,265,190,131,63,3103
1459,251680,641,614,625,642,1583,1537,1186,953,821,568,303,9473
1460,251690,956,952,1046,1039,2195,2534,2069,1738,1349,957,521,15356
1461,251700,716,708,715,706,1668,1547,1177,1089,741,545,302,9914
1462,251710,164,165,192,223,383,464,398,346,241,192,102,2870
1463,251720,327,323,337,336,745,813,790,639,503,388,194,5395
1464,251740,186,170,171,193,344,343,300,236,164,106,56,2269
1465,260005,6205,6477,6814,7625,15887,15739,15141,12282,8467,4302,1759,100698
1466,260010,2674,2761,2731,2732,5928,5808,4984,4128,2913,1903,984,37546
1467,260020,1673,1639,1551,1632,3310,3083,2625,1972,1200,884,412,19981
1468,260030,1816,1857,1809,1936,4306,3926,3416,2694,1678,1157,645,25240
1469,260040,3135,3132,3018,3148,6642,6499,4874,3429,1980,1093,436,37386
1470,260050,4353,4234,3924,3701,7154,6285,4958,3739,2689,1903,983,43923
1471,260060,1114,1177,1160,1123,2312,2131,1877,1624,1139,721,420,14798
1472,260070,2770,2880,2882,2969,6079,6121,5277,4250,2854,1627,699,38408
1473,260080,1441,1481,1445,1622,3602,3581,3111,2717,1875,1292,829,22996
1474,260090,1877,1876,1807,1845,3802,3713,3176,2293,1447,740,334,22910
1475,260100,908,899,850,911,1782,1704,1524,1078,794,545,306,11301
1476,260105,1687,1730,1710,1782,3705,3455,2678,2148,1186,595,260,20936
1477,260110,7721,7656,7384,7382,14660,12818,10140,7914,4836,3236,1554,85301
1478,260120,5692,5843,6000,6379,12433,11477,9399,7812,5245,3301,1714,75295
1479,260130,1215,1196,1152,1237,2640,2393,1949,1355,815,434,246,14632
1480,260140,3502,3657,3702,3648,7155,6705,5676,4251,2585,1345,640,42866
1481,260150,1023,1066,1006,1027,2157,1857,1528,1118,704,444,239,12169
1482,260160,1800,1787,1764,1787,3483,3106,2557,1968,1254,796,428,20730
1483,260170,5483,5587,5556,5934,13457,12161,9950,8307,5368,3308,1819,76930
1484,260180,1074,1073,1012,1005,1953,2011,1667,1223,854,633,306,12811
1485,260190,3754,3960,4024,4337,9749,9593,8968,6990,4616,3181,1788,60960
1486,260200,3516,3482,3255,3123,6489,5841,4584,3598,2432,1543,742,38605
1487,260210,4156,4174,3996,3935,8081,7287,6137,4766,3166,2186,1091,48975
1488,260220,2554,2693,2611,2689,6427,6332,5713,4639,3144,2078,1158,40038
1489,260230,3009,3071,2896,2948,6421,5633,4864,3907,2647,1731,974,38101
1490,260240,746,746,694,672,1549,1345,1156,888,590,384,211,8981
1491,260250,553,566,551,542,1168,1240,987,840,488,364,190,7489
1492,260260,4386,4359,4341,4531,9405,8170,6100,4597,2898,1914,995,51696
1493,260270,981,1004,1025,1047,1920,2097,1879,1490,993,555,233,13224
1494,260280,5877,5818,5244,5030,10216,8363,6809,5381,3390,2203,1117,59448
1495,260290,14307,14842,15614,17059,36257,35458,31686,22173,13964,6771,2665,210796
1496,260300,3094,3061,2999,3087,6047,5251,4322,3134,1966,1188,629,34778
1497,260310,1443,1470,1476,1619,3367,3402,2668,2233,1381,944,615,20618
1498,260320,2593,2575,2431,2333,5019,4697,3294,2612,1740,1152,619,29065
1499,260330,943,947,892,812,1827,1649,1388,1120,699,448,258,10983
1500,260340,426,432,408,419,843,892,766,666,426,305,161,5744
1501,260345,9747,10113,10659,12310,26257,25428,25276,18973,12056,6461,2665,159945
1502,260350,1288,1345,1328,1462,3213,2873,2564,2148,1413,880,518,19032
1503,260360,606,638,624,615,1374,1326,1166,990,600,409,244,8592
1504,260370,1920,1954,1874,1903,4169,3837,3186,2415,1701,1159,625,24743
1505,260380,1627,1660,1570,1447,3359,3077,2423,2017,1433,943,492,20048
1506,260390,1460,1521,1464,1374,3057,2919,2632,2215,1515,975,534,19666
1507,260392,1472,1413,1284,1214,2343,1898,1325,927,601,424,216,13117
1508,260400,5572,5847,6138,6537,13665,13425,12862,9756,6447,3353,1529,85131
1509,260410,25742,26583,28659,31510,64432,61456,50492,38480,22777,12904,6308,369343
1510,260415,1099,1112,1077,1102,2363,2400,1769,1410,996,654,413,14395
1511,260420,3678,3789,3739,3651,7373,6822,5536,4330,2722,1431,707,43778
1512,260430,961,972,950,972,2120,1945,1417,1200,719,480,236,11972
1513,260440,1010,1003,984,1053,2233,2255,1903,1427,943,581,249,13641
1514,260450,1614,1638,1612,1710,3633,3399,3216,2135,1548,956,468,21929
1515,260460,2080,2116,2093,2146,4349,3860,3673,2862,1908,1116,552,26755
1516,260470,1460,1469,1415,1401,2984,2990,2291,1701,1324,834,458,18327
1517,260480,984,1013,996,1080,2200,2078,1705,1231,724,371,161,12543
1518,260490,597,643,659,667,1402,1372,1271,1145,852,563,323,9494
1519,260500,1721,1758,1771,1907,4172,3862,3273,2428,1662,1094,589,24237
1520,260510,2711,2883,2894,2731,5748,6073,4933,4161,2738,1784,977,37633
1521,260515,1587,1593,1519,1473,3252,2953,2439,1912,1300,829,389,19246
1522,260520,5081,5174,5234,5731,11998,11698,9754,7410,4380,2215,1026,69701
1523,260530,2767,2731,2560,2435,5036,4776,3788,3152,2148,1492,824,31709
1524,260540,1593,1633,1596,1667,3571,3433,3075,2415,1705,1095,577,22360
1525,260545,208,193,199,222,528,604,519,439,177,37,14,3140
1526,260550,895,899,892,958,1940,1905,1721,1288,902,549,267,12216
1527,260560,1612,1629,1575,1645,3262,3410,2987,2599,1814,1316,763,22612
1528,260570,3012,2999,3011,2992,5884,5114,3969,2886,1773,1217,631,33488
1529,260580,1010,1046,1038,1034,2306,2503,2086,1777,1265,968,600,15633
1530,260590,2425,2533,2493,2873,6057,5339,4090,2860,1654,889,365,31578
1531,260600,10679,10940,11236,11395,23197,22257,18909,14382,9767,5781,2804,141347
1532,260610,2265,2297,2205,2280,5083,5030,4299,3201,2147,1366,674,30847
1533,260620,5701,5882,6024,6370,12924,12525,11519,9025,5792,3104,1479,80345
1534,260630,606,611,584,642,1224,1171,951,729,487,375,206,7586
1535,260640,5631,5907,6038,6521,14267,13580,12104,9493,6189,3646,1933,85309
1536,260650,1786,1730,1588,1580,3201,2758,2318,1770,1269,860,424,19284
1537,260660,2620,2598,2450,2433,5171,4759,3375,2801,1749,1119,510,29585
1538,260670,592,590,549,566,1220,1180,986,799,564,447,280,7773
1539,260680,8084,8359,8646,9503,20082,18655,18046,13743,8383,4316,1873,119690
1540,260690,893,932,906,787,1688,1868,1571,1524,1056,676,364,12265
1541,260700,2616,2514,2450,2447,4311,3818,2390,1700,993,556,239,24034
1542,260710,297,311,302,333,736,681,590,521,380,259,127,4537
1543,260720,8447,8549,8845,9415,18178,16261,13283,8689,4406,2139,889,99101
1544,260730,3164,3093,2921,2887,5385,4718,3509,2591,1581,1067,599,31515
1545,260740,444,435,452,486,817,738,618,470,286,177,90,5013
1546,260750,2308,2247,2083,2116,4441,3853,3032,2539,1788,1257,604,26268
1547,260760,1591,1669,1898,2454,5157,4647,4046,2817,1670,811,316,27076
1548,260765,2860,2881,2829,2846,6024,5941,4984,3677,2391,1360,702,36495
1549,260770,892,947,944,876,1825,2203,1759,1538,1204,829,475,13492
1550,260775,1952,1956,2021,2429,4794,4579,3756,2666,1712,900,379,27144
1551,260780,1408,1409,1397,1462,2805,2713,2283,1705,1031,587,256,17056
1552,260790,45311,47099,50067,55235,116541,112427,105628,83552,56076,28199,11195,711330
1553,260795,1023,1037,989,986,2093,1902,1372,1073,635,363,159,11632
1554,260800,1382,1377,1312,1465,3095,2578,1951,1734,1182,799,430,17305
1555,260805,1106,1150,1152,1154,2288,2329,1897,1573,1198,730,327,14904
1556,260810,2300,2373,2283,2373,5593,5461,4628,3457,2444,1681,977,33570
1557,260820,1375,1379,1315,1370,2762,2589,2096,1566,852,483,212,15999
1558,260825,1036,1017,957,937,1948,1761,1416,1100,688,461,224,11545
1559,260830,1170,1182,1142,1156,2563,2347,1855,1592,1045,636,319,15007
1560,260840,1347,1325,1187,1176,2497,2164,1871,1512,1132,789,483,15483
1561,260845,1395,1421,1428,1427,2878,2782,2718,2061,1304,710,305,18429
1562,260850,1685,1726,1681,1656,3614,3311,2913,2102,1449,910,443,21490
1563,260860,1114,1118,1014,1007,2124,1943,1747,1345,951,650,287,13300
1564,260870,1374,1354,1241,1231,2787,2491,2027,1622,1078,740,400,16345
1565,260875,2474,2378,2248,2396,4765,4029,3037,2218,1333,829,383,26090
1566,260880,3108,3174,3192,3333,6640,6386,5254,3986,2873,1902,1035,40883
1567,260890,3191,3367,3527,4045,8882,9271,8287,6748,4470,2902,1459,56149
1568,260900,1831,1923,1867,1810,4244,4006,3378,2568,2050,1181,707,25565
1569,260910,1465,1418,1369,1353,2720,2926,2180,1417,878,547,276,16549
1570,260915,2444,2266,2024,2115,4214,3402,2029,1561,1036,701,318,22110
1571,260920,1041,1030,970,977,2017,1645,1309,987,642,333,147,11098
1572,260930,1357,1377,1320,1267,2563,2390,1798,1462,1001,642,371,15548
1573,260940,4060,4273,4513,5208,10553,10289,9291,7285,4714,2482,1124,63792
1574,260950,2072,2238,2384,2398,4820,4992,4775,3897,2836,1573,688,32673
1575,260960,22733,24230,26277,28594,59558,60450,59194,49668,34524,19529,8977,393734
1576,260970,1676,1754,1692,1624,3824,3788,3085,2711,1872,1212,747,23985
1577,260980,1429,1412,1346,1298,2629,2327,1931,1378,797,538,224,15309
1578,260990,6474,6405,6068,6022,11852,10266,8270,6512,4191,2944,1462,70466
1579,261000,4814,4918,4887,5361,11002,10544,8593,6492,3937,2188,1009,63745
1580,261010,603,629,584,581,1203,1093,911,774,533,388,210,7509
1581,261020,2240,2257,2069,1934,4278,3890,3231,2497,1898,1379,765,26438
1582,261030,993,1003,923,868,1834,1679,1466,1233,763,545,301,11608
1583,261040,1876,1873,1801,1783,3586,3288,2724,2216,1508,1037,506,22198
1584,261050,1928,2007,2005,2018,4419,4565,4040,3395,2296,1376,807,28856
1585,261060,4418,4505,4588,4764,9876,8954,8125,5799,3531,1953,833,57346
1586,261070,19860,21314,23051,24824,52645,52652,49987,40689,30163,15865,5869,336919
1587,261080,1880,1864,1776,1846,3699,3344,2875,2433,1520,974,505,22716
1588,261090,5093,5306,5363,5470,11036,10100,8640,7466,4889,2978,1726,68067
1589,261100,3405,3363,3361,3245,6149,5871,4575,3329,2163,1244,541,37246
1590,261110,28883,29658,31442,33306,66127,58079,47554,31933,18441,9934,4015,359372
1591,261120,932,937,917,917,1854,1533,1318,1266,838,517,279,11308
1592,261130,1810,1876,1890,2073,4517,4562,3907,2923,1952,1122,572,27204
1593,261140,1211,1209,1196,1336,2699,2468,2076,1429,939,454,214,15231
1594,261150,2350,2349,2155,2078,4544,4182,3223,2350,1598,979,501,26309
1595,261153,514,538,521,479,1082,1067,867,714,533,332,149,6796
1596,261160,91150,96848,107393,119527,253158,265514,248078,207309,150286,81908,39846,1661017
1597,261170,1461,1471,1444,1501,3431,3295,2914,2274,1447,989,517,20744
1598,261180,3512,3591,3585,3901,8085,7695,6695,5173,3085,1716,775,47813
1599,261190,1954,2000,1992,1970,4073,3974,3228,2335,1247,651,295,23719
1600,261200,613,628,591,694,1622,1360,1434,1071,751,536,300,9600
1601,261210,698,727,743,797,1678,1935,1692,1229,910,552,253,11214
1602,261220,4905,4957,5031,5175,10059,9758,8317,5987,3801,2317,1254,61561
1603,261230,1315,1332,1249,1165,2504,2299,1984,1675,1123,787,447,15880
1604,261240,2189,2277,2276,2471,4949,3938,3393,2581,1733,1016,485,27308
1605,261245,1458,1425,1309,1326,2629,2180,1830,1451,952,782,371,15713
1606,261247,989,1022,1028,944,1935,2066,1666,1244,868,636,310,12708
1607,261250,8650,8977,10437,11369,21060,19749,14406,8708,4832,2510,1114,111812
1608,261255,1348,1306,1169,1121,2399,2099,1790,1327,978,732,376,14645
1609,261260,4075,3996,3782,3721,7199,6356,4982,3725,2388,1415,627,42266
1610,261270,1141,1130,1047,1068,2378,2187,1851,1427,975,708,396,14308
1611,261280,952,996,1015,960,1835,1821,1411,1204,851,565,304,11914
1612,261290,1243,1171,1090,1203,2853,3062,2380,1575,921,518,223,16239
1613,261300,5251,5164,4834,5014,10388,9327,7355,5755,3973,2350,1156,60567
1614,261310,2954,2977,2929,3019,6588,5940,4836,3699,2264,1469,813,37488
1615,261320,1953,1953,1825,1839,3915,3494,2899,2152,1513,958,501,23002
1616,261330,1597,1589,1522,1640,3571,3290,2737,2317,1602,997,577,21439
1617,261340,1955,1912,1807,1842,3643,3290,2858,2236,1296,710,319,21868
1618,261350,2500,2584,2524,2587,5353,5254,4333,3633,2596,1767,951,34082
1619,261360,2331,2439,2437,2473,5346,5368,4467,3812,2675,1840,1022,34210
1620,261370,7865,8047,8284,8938,18992,18976,17011,12674,8145,4210,1768,114910
1621,261380,1394,1422,1353,1367,3195,2804,2321,1844,1313,717,420,18150
1622,261390,6470,6750,6918,6850,14275,14075,12014,9042,5601,3599,1873,87467
1623,261400,1600,1585,1505,1564,3227,2907,2383,1872,1242,868,473,19226
1624,261410,2652,2710,2674,2795,5675,5885,4790,3912,2568,1653,875,36189
1625,261420,4186,4169,4101,4098,8253,7943,6305,4005,2157,1146,482,46845
1626,261430,907,920,895,888,1780,1788,1422,1121,727,534,287,11269
1627,261440,471,482,452,428,976,994,760,653,420,276,122,6034
1628,261450,4613,4798,4800,4893,10624,10504,9304,6892,4841,3214,1709,66192
1629,261460,2109,2142,2114,2303,4647,4575,3751,2987,2112,1408,712,28860
1630,261470,948,984,964,1021,2083,1979,1602,1342,923,636,361,12843
1631,261480,2429,2372,2225,2185,4369,4019,3200,2414,1614,1069,543,26439
1632,261485,2087,2010,1956,2079,4244,3838,3109,2238,1308,706,277,23852
1633,261500,2212,2216,2244,2454,5137,4834,3945,3034,1812,1064,520,29472
1634,261510,592,603,572,513,1215,1114,841,737,535,336,169,7227
1635,261520,802,830,856,860,1675,1489,1372,1109,652,439,230,10314
1636,261530,3743,3816,3786,3799,8372,8147,7390,5728,4149,2411,1246,52587
1637,261540,4140,4087,4585,5079,9098,8292,5749,3191,1651,813,403,47088
1638,261550,1116,1133,1132,1056,2102,2217,2038,1430,926,495,211,13856
1639,261560,2977,2971,2853,2837,5563,4703,3427,2623,1603,1052,494,31103
1640,261570,962,1016,1017,988,2273,2405,1994,1889,1252,913,523,15232
1641,261580,2778,2723,2431,2356,4877,4015,3070,2476,1570,1018,479,27793
1642,261590,520,553,555,510,1152,1284,1082,1067,709,535,299,8266
1643,261600,1520,1548,1536,1547,3032,2928,2364,1915,1255,796,394,18835
1644,261610,785,779,735,706,1563,1419,1161,985,710,491,238,9572
1645,261618,532,544,483,455,1208,1232,1015,844,624,371,218,7526
1646,261620,1645,1656,1655,1708,3409,3515,2806,2001,1318,918,541,21172
1647,261630,2405,2425,2409,2560,5881,5989,4543,3283,2038,969,395,32897
1648,261640,9361,9716,10046,10632,22712,22754,20481,15571,10270,5940,2906,140389
1649,261650,1326,1350,1269,1149,2642,2270,1835,1384,868,476,220,14789
1650,270010,1745,1773,1765,1766,3479,2924,2321,1907,1223,910,450,20263
1651,270020,1352,1388,1450,1451,2930,2632,2325,1788,1195,660,336,17507
