,Municipio,0 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 29 anos,30 a 39 anos,40 a 49 anos,50 a 59 anos,60 a 69 anos,70 a 79 anos,80 anos e mais,Total
2519,312470,168,176,165,179,452,458,512,528,419,280,146,3483
2520,312480,469,482,487,555,1292,1267,1087,1078,734,389,217,8057
2521,312490,672,672,671,694,1545,1755,1646,1467,1136,709,416,11383
2522,312500,266,269,270,277,654,594,526,506,324,164,82,3932
2523,312510,2417,2428,2467,2792,6484,6405,5192,4220,2934,1588,722,37649
2524,312520,109,111,107,124,273,307,332,399,332,180,100,2374
2525,312530,208,200,194,207,440,403,414,417,362,210,147,3202
2526,312540,315,319,266,258,745,664,600,638,406,263,182,4656
2527,312550,211,212,186,191,521,535,447,394,239,175,67,3178
2528,312560,510,530,474,442,1174,1054,970,976,648,491,279,7548
2529,312570,988,964,908,986,2337,2292,2206,2005,1529,856,457,15528
2530,312580,195,210,198,196,547,532,478,466,344,198,136,3500
2531,312590,581,577,500,520,1341,1311,1380,1374,951,589,452,9576
2532,312595,873,840,792,862,1839,1708,1507,1195,831,438,215,11100
2533,312600,400,405,403,496,1249,1167,1042,1023,743,442,232,7602
2534,312610,3265,3386,3509,4107,10027,10882,9895,9443,7301,4011,2130,67956
2535,312620,865,817,728,687,1774,1654,1240,913,625,334,173,9810
2536,312630,280,271,262,314,685,654,585,587,469,243,110,4460
2537,312640,195,193,182,195,453,450,431,362,262,169,94,2986
2538,312650,519,525,518,668,1514,1970,1394,1190,952,649,412,10311
2539,312660,432,409,349,336,870,812,704,543,425,244,144,5268
2540,312670,1873,1856,1715,1785,4382,4234,3411,3135,2085,1330,653,26459
2541,312675,410,377,304,336,849,775,697,619,482,275,163,5287
2542,312680,489,455,379,381,899,899,747,630,451,304,224,5858
2543,312690,707,693,640,696,1528,1352,1359,1177,792,478,294,9716
2544,312695,275,263,227,252,554,602,499,354,253,132,85,3496
2545,312700,1492,1481,1503,1485,3181,3191,2518,1816,1260,663,276,18866
2546,312705,319,315,270,246,625,653,617,569,426,323,179,4542
2547,312707,497,461,393,361,787,754,584,483,434,303,175,5232
2548,312710,3609,3686,3907,4175,9540,10192,8545,7287,5270,2868,1429,60508
2549,312720,313,303,267,283,653,610,625,601,401,245,133,4434
2550,312730,428,439,392,429,1005,892,998,912,665,408,196,6764
2551,312733,344,352,312,261,780,785,689,636,481,309,135,5084
2552,312735,219,220,197,193,466,491,444,376,277,194,100,3177
2553,312737,244,242,216,201,490,479,466,448,325,188,103,3402
2554,312738,207,215,209,214,528,539,562,635,467,269,169,4014
2555,312740,241,243,219,237,642,591,656,683,464,270,114,4360
2556,312750,461,460,407,408,1015,984,768,718,535,276,152,6184
2557,312760,655,683,651,678,1775,1985,1588,1528,1201,676,391,11811
2558,312770,18038,18402,18634,20062,43433,43557,38873,33921,25199,14358,7687,282164
2559,312780,1239,1197,1088,1193,2849,2668,2022,1635,1085,638,329,15943
2560,312790,80,80,79,76,171,207,213,189,147,90,54,1386
2561,312800,2190,2172,2025,2390,6171,5677,4787,3912,2930,1641,923,34818
2562,312810,830,822,797,912,2119,2049,2076,1986,1484,794,400,14269
2563,312820,524,538,529,594,1284,1639,1442,1411,1206,692,448,10307
2564,312825,360,360,315,271,763,830,711,605,432,245,113,5005
2565,312830,1062,1067,1050,1168,3094,3058,2659,2454,1856,1000,546,19014
2566,312840,487,501,508,536,1334,1346,1155,1217,942,548,352,8926
2567,312850,215,214,212,244,575,539,501,488,397,233,137,3755
2568,312860,463,453,412,436,1077,915,939,870,550,306,137,6558
2569,312870,2806,2854,2903,3214,7742,8278,7409,6910,5561,3008,1549,52234
2570,312880,375,387,382,405,1015,1009,973,1024,781,414,261,7026
2571,312890,508,525,528,594,1278,1186,1063,1006,764,478,238,8168
2572,312900,424,431,422,458,1126,1231,1168,1212,963,545,316,8296
2573,312910,272,285,253,250,681,612,844,897,702,467,253,5516
2574,312920,408,412,381,374,979,969,909,929,705,381,176,6623
2575,312930,691,714,673,692,1709,1658,1558,1454,995,595,346,11085
2576,312940,309,324,315,283,744,681,755,701,474,286,127,4999
2577,312950,1602,1573,1538,1669,4168,4208,3636,3149,2345,1087,536,25511
2578,312960,689,645,540,545,1437,1390,1100,897,663,363,209,8478
2579,312965,408,397,342,336,881,902,628,576,426,277,167,5340
2580,312970,1060,1017,970,995,2411,2237,1932,1504,1129,597,276,14128
2581,312980,13869,13265,12843,14394,33690,29445,26045,19719,12932,5632,2196,184030
2582,312990,174,174,179,232,528,513,498,475,391,218,115,3497
2583,313000,200,191,176,211,447,416,442,370,290,173,87,3003
2584,313005,1020,977,882,898,2157,2315,1497,1031,728,444,251,12200
2585,313010,3172,3027,2848,3198,7423,6962,6442,5250,3598,1840,801,44561
2586,313020,758,759,794,912,1984,1813,1525,1214,796,408,183,11146
2587,313030,364,386,397,410,1092,1279,1102,1190,956,497,228,7901
2588,313040,407,412,404,480,1112,1006,923,828,591,334,170,6667
2589,313050,822,815,783,866,2053,1869,1621,1541,1194,616,331,12511
2590,313055,520,493,433,461,1036,1043,1055,820,602,334,179,6976
2591,313060,376,388,390,432,1127,1111,1193,1057,729,402,182,7387
2592,313065,502,486,421,462,1225,1121,941,885,646,414,225,7328
2593,313070,500,481,464,507,1174,1101,1004,855,533,268,122,7009
2594,313080,160,165,162,170,439,397,438,390,257,142,65,2785
2595,313090,1421,1454,1356,1441,3488,3419,3543,3252,2373,1385,888,24020
2596,313100,360,358,348,466,1080,995,878,791,616,308,152,6352
2597,313110,466,473,453,489,1258,1200,995,925,705,414,227,7605
2598,313115,1489,1429,1335,1457,3323,2891,2528,1972,1412,707,383,18926
2599,313120,1227,1236,1184,1251,2853,3028,2832,2540,2023,1229,730,20133
2600,313130,16071,16316,17312,18534,40047,44307,38316,30848,26637,13078,5867,267333
2601,313140,235,238,228,257,643,629,572,563,423,291,150,4229
2602,313150,551,570,590,663,1506,1515,1511,1489,1015,529,217,10156
2603,313160,510,505,501,510,1122,1035,959,832,598,338,157,7067
2604,313170,7245,7418,7501,7846,18585,19921,18045,15193,11057,5870,3036,121717
2605,313180,805,806,760,739,1700,1857,1762,1333,967,575,333,11637
2606,313190,3328,3330,3432,3734,8522,8862,7637,6117,4532,2324,1178,52996
2607,313200,346,347,321,353,878,993,785,604,416,282,122,5447
2608,313210,1627,1579,1397,1326,3133,2742,2216,1794,1183,754,424,18175
2609,313220,745,751,750,860,2082,2016,2022,1778,1325,741,440,13510
2610,313230,1226,1140,993,1064,2213,2122,1635,1052,758,446,261,12910
2611,313240,5590,5652,5920,6401,14960,16049,13606,12184,9588,5077,2755,97782
2612,313250,2857,2732,2440,2623,6190,5964,4534,3475,2316,1326,673,35130
2613,313260,188,194,196,214,648,742,610,683,498,264,158,4395
2614,313270,1771,1730,1548,1570,3658,3484,2877,2521,1919,1216,913,23207
2615,313280,112,119,115,100,255,275,296,315,229,135,81,2032
2616,313290,517,524,526,585,1485,1536,1399,1387,1237,602,324,10122
2617,313300,977,969,984,1051,2468,2570,2277,1984,1470,728,366,15844
2618,313310,944,956,980,1030,2325,2374,2204,2045,1445,810,398,15511
2619,313320,801,842,801,718,1719,1854,1616,1631,1136,728,413,12259
2620,313330,1477,1459,1321,1338,3188,3216,2707,2408,1851,1267,765,20997
2621,313340,740,733,758,945,2455,2908,2398,1998,1370,786,420,15511
2622,313350,1075,1120,1109,1132,2905,3102,3074,3121,2538,1639,945,21760
2623,313360,603,610,594,670,1565,1579,1407,1253,927,540,228,9976
2624,313370,768,776,730,758,1959,1666,1617,1394,948,523,215,11354
2625,313375,881,898,933,1047,2427,2508,2131,2280,1775,943,463,16286
2626,313380,5215,5293,5452,6216,15030,15358,13744,12328,9053,4579,2187,94455
2627,313390,322,333,310,348,769,773,745,722,546,288,165,5321
2628,313400,1176,1147,1003,1052,2390,2355,1901,1531,1164,819,515,15053
2629,313410,331,343,328,380,899,810,901,856,643,384,199,6074
2630,313420,5836,6140,6475,6800,16148,16363,14884,13272,10120,6217,3563,105818
2631,313430,332,332,322,354,877,854,854,816,653,376,208,5978
2632,313440,2419,2443,2550,2992,6719,6730,5784,4768,3163,1700,833,40101
2633,313450,201,202,193,211,551,541,525,583,432,210,100,3749
2634,313460,1238,1256,1153,1194,2909,2941,3023,2921,2174,1198,676,20683
2635,313470,879,875,780,719,1648,1754,1593,1544,1198,835,495,12320
2636,313480,451,446,424,476,1075,1110,1048,993,906,503,263,7695
2637,313490,1735,1725,1739,1873,4089,4216,3859,3234,2282,1149,637,26538
2638,313500,186,192,192,209,436,486,432,403,342,181,92,3151
2639,313505,3710,3564,3301,3286,7246,6932,4696,3285,2180,1188,462,39850
2640,313507,432,422,370,351,855,771,725,639,456,257,175,5453
2641,313510,5309,5188,4917,5277,12208,12221,9734,7678,5295,3022,1525,72374
2642,313520,5582,5412,4886,4555,10815,10975,8197,7167,5367,3190,1812,67958
2643,313530,310,313,323,343,675,717,636,509,338,178,76,4418
2644,313535,556,539,459,481,1407,1409,981,874,667,408,210,7991
2645,313540,251,259,256,278,643,736,731,692,509,282,158,4795
2646,313545,584,562,521,619,1395,1515,964,697,464,295,165,7781
2647,313550,723,736,670,664,1725,1806,1781,1617,1266,789,469,12246
2648,313560,465,469,409,417,1140,1157,1005,958,741,407,239,7407
2649,313570,305,305,275,271,757,766,785,702,503,328,206,5203
2650,313580,2012,1989,1786,1758,3729,3654,3240,2876,2165,1427,919,25555
2651,313590,225,231,223,274,738,718,723,669,531,299,143,4774
2652,313600,1281,1275,1095,1027,2330,2216,1850,1696,1257,914,535,15476
2653,313610,221,232,218,229,592,518,620,666,521,336,229,4382
2654,313620,4503,4643,4837,5238,11989,12537,11362,10630,8205,4650,2309,80903
2655,313630,3339,3306,3124,3441,8294,7827,6589,5474,3648,2009,939,47990
2656,313640,305,306,290,272,695,757,603,586,441,342,160,4757
2657,313650,727,717,656,704,1770,1677,1355,1298,952,635,381,10872
2658,313652,390,368,321,312,836,847,606,375,237,123,59,4474
2659,313655,363,354,310,326,845,824,674,580,388,266,174,5104
2660,313657,483,465,388,361,857,813,507,420,341,182,94,4911
2661,313660,357,357,337,342,819,826,907,751,568,301,174,5739
2662,313665,1964,1875,1797,2077,4714,4452,3868,3141,2315,1136,484,27823
2663,313670,30056,30824,33125,37614,87131,92196,81008,73815,61020,33377,17366,577532
2664,313680,295,293,268,284,692,687,664,496,373,214,93,4359
2665,313690,693,675,665,748,1835,1823,1460,1249,929,486,232,10795
2666,313695,474,460,404,399,907,862,731,619,464,248,138,5706
2667,313700,1743,1653,1394,1358,3061,2850,2172,1678,1183,746,434,18272
2668,313710,372,393,370,387,998,1021,1154,1153,904,569,267,7588
2669,313720,3224,3195,3208,3771,9021,8555,7798,6560,4596,2235,1073,53236
2670,313730,291,301,271,266,677,653,524,424,304,227,124,4062
2671,313740,905,875,855,979,2110,2011,1863,1570,1092,567,288,13115
2672,313750,953,996,988,1110,2658,2567,2654,2551,1919,1154,618,18168
2673,313753,647,631,594,711,1637,1501,1414,1133,757,461,195,9681
2674,313760,4062,4014,3911,4509,10690,10720,9764,8517,6121,2967,1469,66744
2675,313770,1403,1355,1263,1401,3026,3203,2773,2249,1725,963,553,19914
2676,313780,1300,1311,1297,1362,3109,2957,2802,2766,2146,1265,680,20995
2677,313790,221,216,200,197,428,458,513,448,345,212,128,3366
2678,313800,325,336,344,364,907,1027,1032,932,798,507,284,6856
2679,313810,501,482,414,440,1136,963,828,740,558,282,150,6494
2680,313820,5875,5990,6254,7170,16600,17466,14942,13030,10400,5296,2733,105756
2681,313830,200,196,190,220,466,485,389,413,349,194,120,3222
2682,313835,347,332,303,381,825,879,674,524,357,185,116,4923
2683,313840,2965,3038,3043,3260,7505,7867,7459,6860,5421,3370,1902,52690
2684,313850,253,274,260,247,649,640,782,781,565,355,188,4994
2685,313860,928,947,928,1017,2413,2304,2358,2505,1806,999,544,16749
2686,313862,445,459,465,525,1274,1296,1095,942,652,312,175,7640
2687,313865,706,679,601,636,1630,1636,1225,1042,804,520,287,9766
2688,313867,463,439,399,451,967,964,828,767,515,292,164,6249
2689,313868,569,546,471,490,1137,1113,857,668,448,278,158,6735
2690,313870,344,344,325,352,837,768,754,739,535,302,131,5431
2691,313880,976,1001,1003,1133,2714,2792,2574,2497,1899,1143,565,18297
2692,313890,504,502,445,430,969,1071,1000,799,638,461,293,7112
2693,313900,2847,2837,2842,3063,6728,6525,5786,5175,3887,2008,984,42682
2694,313910,287,291,280,260,759,731,714,749,545,319,184,5119
2695,313920,1293,1272,1118,1183,2965,2768,2416,2164,1692,1051,634,18556
2696,313925,328,341,317,317,950,1028,935,918,695,469,267,6565
2697,313930,1476,1431,1231,1274,2852,2597,2249,2030,1475,904,532,18051
2698,313940,7060,6809,6670,7219,14990,14277,12245,10150,7095,3632,1927,92074
2699,313950,1596,1553,1477,1612,3624,3478,3109,2668,2045,1083,649,22894
2700,313960,1727,1776,1705,1730,3842,4200,4023,3500,2683,1529,936,27651
2701,313970,561,554,558,600,1358,1225,1155,1005,623,320,154,8113
2702,313980,746,766,773,800,2078,2093,1746,1641,1247,691,404,12985
2703,313990,852,862,822,900,2196,2071,1903,1890,1381,770,372,14019
2704,314000,4039,4021,4032,4412,10735,10780,8748,6857,4728,2364,1114,61830
2705,314010,292,287,258,296,667,615,517,466,331,212,138,4079
2706,314015,1155,1128,1060,1176,2754,2482,2171,1893,1209,542,244,15814
2707,314020,174,190,190,164,445,432,383,387,308,200,127,3000
2708,314030,254,252,230,241,562,547,589,557,394,247,157,4030
2709,314040,135,138,128,127,421,416,365,428,303,161,79,2701
2710,314050,791,784,741,877,2103,2012,1955,1818,1303,708,405,13497
2711,314053,653,630,597,663,1428,1298,1118,986,683,382,202,8640
2712,314055,620,600,538,612,1462,1368,1155,957,647,484,257,8700
2713,314060,309,309,277,261,683,656,561,545,370,252,192,4415
2714,314070,2135,2089,2025,2309,5007,4824,4404,3745,2823,1557,713,31631
2715,314080,778,798,806,958,2281,2135,1994,1952,1595,859,470,14626
2716,314085,1149,1055,894,876,2009,1819,1274,1019,697,378,190,11360
2717,314090,1573,1529,1429,1480,3127,2872,2439,2046,1398,763,442,19098
2718,314100,701,726,697,712,1856,1986,1757,1633,1161,725,413,12367
2719,314110,2451,2456,2455,2727,6460,6385,5668,4624,2956,1530,757,38469
2720,314120,172,176,171,197,478,487,557,558,445,305,187,3733
2721,314130,244,247,239,258,655,553,552,506,340,178,89,3861
2722,314140,1578,1539,1372,1354,3087,3090,2774,2312,1708,1163,724,20701
2723,314150,359,372,331,357,898,929,1041,914,621,403,221,6446
2724,314160,588,599,566,643,1572,1594,1535,1457,1139,693,389,10775
2725,314170,311,319,301,331,752,768,789,699,593,380,246,5489
2726,314180,2412,2355,2146,2458,5741,5865,3829,2920,2085,1120,578,31509
2727,314190,209,213,203,232,606,561,583,535,412,223,114,3891
2728,314200,956,942,842,847,2169,2153,1861,1498,1183,767,433,13651
2729,314210,657,655,618,677,1662,1698,1604,1401,1009,530,307,10818
2730,314220,953,949,942,944,2264,2321,2053,1874,1540,875,490,15205
2731,314225,409,370,306,352,850,792,603,493,390,233,141,4939
2732,314230,288,296,278,292,678,653,696,690,536,317,224,4948
2733,314240,459,464,462,534,1090,1133,1103,973,697,453,221,7589
2734,314250,142,137,123,130,318,325,344,269,196,131,69,2184
2735,314260,553,546,549,602,1358,1332,1161,1053,911,465,234,8764
2736,314270,1043,1051,915,867,2175,2118,1857,1848,1358,904,485,14621
2737,314280,1227,1254,1228,1233,3136,3074,3047,2868,2168,1329,785,21349
2738,314290,1091,1131,1029,1012,2898,3217,2930,2912,2168,1413,743,20544
2739,314300,681,686,682,801,2026,2032,1942,1818,1303,749,419,13139
2740,314310,2854,2889,2909,3244,7475,7295,7199,6486,4428,2257,1013,48049
2741,314315,496,453,350,367,860,706,567,440,327,242,131,4939
2742,314320,1156,1158,1122,1308,3124,3120,2994,2919,2411,1384,808,21504
2743,314330,27999,27988,28920,31546,68077,73060,60005,44446,31080,16682,7675,417478
2744,314340,1408,1406,1424,1649,3674,4076,3604,3154,2219,1085,548,24247
2745,314345,687,660,573,609,1498,1354,1047,821,598,347,185,8379
2746,314350,553,541,490,513,1335,1284,1241,1341,897,494,266,8955
2747,314360,144,142,124,158,382,368,318,319,234,151,73,2413
2748,314370,174,179,163,174,488,462,409,412,323,201,141,3126
2749,314380,359,354,336,380,908,892,867,839,583,322,120,5960
2750,314390,6248,6332,6535,7205,16489,18204,15486,13711,10763,5835,3189,109997
2751,314400,1807,1754,1616,1688,3820,4029,3917,3393,2514,1525,882,26945
2752,314410,1144,1158,1174,1197,2892,3040,2867,2752,2268,1296,734,20522
2753,314420,233,230,199,189,521,457,430,395,251,194,122,3221
2754,314430,2693,2713,2555,2660,6084,6327,5671,4676,3588,2284,1332,40583
2755,314435,539,544,517,468,1214,1081,914,789,561,310,167,7104
2756,314437,241,236,210,222,548,509,450,411,260,148,71,3306
2757,314440,220,227,225,251,611,667,641,714,600,356,215,4727
2758,314450,491,513,494,571,1371,1234,1247,1196,842,494,257,8710
2759,314460,1649,1666,1634,1737,4019,4052,3763,3219,2827,1526,790,26882
2760,314465,676,677,629,764,1657,1620,1359,1212,874,570,317,10355
2761,314467,229,216,181,181,427,396,488,427,291,164,67,3067
2762,314470,1114,1127,1112,1122,2481,2719,2387,2202,1725,968,567,17524
2763,314480,5797,5773,5923,6358,14725,16527,15107,12055,8744,4419,1950,97378
2764,314490,257,250,216,204,537,516,452,435,318,219,144,3548
2765,314500,1129,1116,1137,1370,2931,2759,2203,1765,981,455,200,16046
2766,314505,555,530,497,547,1243,1201,1044,819,545,356,156,7493
2767,314510,1161,1154,1162,1194,2625,2604,2406,2054,1448,748,381,16937
2768,314520,8583,8558,10293,12182,21222,20876,13218,7308,3891,1542,568,108241
2769,314530,2841,2704,2347,2364,5405,4980,3692,2903,2076,1264,763,31339
2770,314535,764,759,671,707,1725,1733,1408,1110,897,644,382,10800
2771,314537,421,406,343,350,857,882,634,530,423,305,197,5348
2772,314540,72,75,70,77,232,207,269,301,208,122,61,1694
2773,314545,549,517,453,469,1068,1086,809,627,399,183,83,6243
2774,314550,153,156,154,171,403,400,391,408,333,177,83,2829
2775,314560,2338,2355,2362,2673,6204,6342,6194,5581,4227,2362,1349,41987
2776,314570,119,122,123,122,323,309,306,310,228,114,52,2128
2777,314580,215,218,204,231,516,409,476,404,264,146,72,3155
2778,314585,303,302,284,287,688,728,681,552,450,247,149,4671
2779,314587,630,608,547,594,1391,1199,1155,899,611,327,177,8138
2780,314590,2432,2466,2529,2595,6701,7805,5372,4415,3795,1525,585,40220
2781,314600,1793,1850,1866,2045,4830,4977,4911,4699,3605,2195,1167,33938
2782,314610,4429,4491,4554,5232,12180,12161,10672,9175,6677,3504,1749,74824
2783,314620,448,436,376,361,924,914,774,645,465,335,217,5895
2784,314625,654,599,520,498,1162,1101,743,495,396,196,102,6466
2785,314630,1644,1567,1351,1401,3274,3172,2528,2101,1575,1095,638,20346
2786,314640,186,205,190,189,581,546,643,739,585,367,209,4440
2787,314650,448,463,473,506,1196,1219,1140,1148,887,518,310,8308
2788,314655,474,460,402,404,1024,964,796,635,486,288,165,6098
2789,314660,55,59,57,70,181,199,222,254,221,116,83,1517
2790,314670,328,329,323,380,851,1050,924,912,737,490,282,6606
2791,314675,311,344,313,280,664,706,699,634,566,403,276,5196
2792,314690,1217,1158,1092,1218,2843,2399,2187,1889,1144,522,253,15922
2793,314700,6923,6668,6394,7269,17013,16072,12988,10088,6493,3094,1537,94539
2794,314710,5568,5609,5713,6627,15990,15783,13914,11589,8459,4260,2104,95616
2795,314720,1223,1248,1244,1307,3183,3355,2915,2840,2248,1376,754,21693
2796,314730,1270,1279,1256,1315,3223,3223,3168,2933,2029,1087,570,21353
2797,314740,1584,1600,1560,1758,4191,3926,3446,3176,2026,1081,506,24854
2798,314750,84,84,77,80,197,233,239,230,201,120,74,1619
2799,314760,951,949,918,1036,2454,2416,2467,2202,1714,890,442,16439
2800,314770,365,392,401,459,1116,1166,1163,1226,886,545,312,8031
2801,314780,100,110,105,108,286,258,284,333,223,139,78,2024
2802,314790,6922,7006,7140,7625,18016,18074,16371,14519,11222,6115,2960,115970
2803,314795,466,451,386,396,1042,985,775,675,423,296,136,6031
2804,314800,8197,8439,8690,9802,23558,24307,22661,20963,15616,8297,4111,154641
2805,314810,5839,5844,5838,6413,14886,14344,13021,11578,8013,4252,2088,92116
2806,314820,289,292,293,330,772,878,833,805,640,400,212,5744
2807,314830,594,585,571,612,1434,1469,1269,1274,919,519,351,9597
2808,314840,357,358,316,303,731,650,596,544,436,282,221,4794
2809,314850,586,565,508,493,1154,1322,1183,901,771,553,354,8390
2810,314860,1373,1329,1189,1217,2863,2809,2248,1839,1299,823,545,17534
2811,314870,1894,1879,1707,1631,3826,3594,3080,2756,1931,1303,732,24333
2812,314875,613,574,506,574,1205,1140,1012,676,513,229,115,7157
2813,314880,143,148,140,143,392,397,424,400,352,253,168,2960
2814,314890,217,222,220,242,545,559,596,571,423,250,132,3977
2815,314900,177,173,155,175,435,390,372,300,205,118,59,2559
2816,314910,654,670,634,642,1707,1542,1480,1631,1150,651,337,11098
2817,314915,971,956,823,795,2100,1980,1507,1392,963,540,286,12313
2818,314920,248,254,261,242,529,500,499,514,315,193,96,3651
2819,314930,3678,3725,3774,4396,10312,10354,9233,8336,6467,3266,1608,65149
2820,314940,101,105,100,111,284,253,303,261,167,84,35,1804
2821,314950,199,209,207,184,474,483,445,437,377,203,122,3340
2822,314960,274,282,280,256,673,574,630,629,438,244,177,4457
2823,314970,878,885,966,1093,2127,2008,1533,1168,730,402,204,11994
2824,314980,1223,1208,1191,1340,2911,2533,2347,1826,1177,509,204,16469
2825,314990,1204,1230,1227,1357,3296,3281,3016,2809,2277,1241,639,21577
2826,314995,514,510,445,451,1133,953,894,756,550,326,206,6738
2827,315000,313,303,266,285,656,643,532,483,382,232,166,4261
2828,315010,135,142,135,128,327,343,391,435,343,210,130,2719
2829,315015,697,670,597,624,1494,1358,1201,1023,644,329,195,8832
2830,315020,299,293,279,256,646,633,544,489,347,215,140,4141
2831,315030,198,210,193,204,534,545,633,745,628,350,196,4436
2832,315040,275,285,266,298,717,655,819,724,516,311,168,5034
2833,315050,474,481,480,544,1344,1287,1307,1217,897,453,231,8715
2834,315053,395,380,334,340,728,790,719,578,427,236,102,5029
2835,315057,714,689,567,502,1197,1126,897,719,560,373,196,7540
2836,315060,299,314,297,324,965,893,946,998,688,415,247,6386
2837,315070,478,475,487,556,1316,1248,891,504,305,155,76,6491
2838,315080,1247,1223,1118,1139,2879,2780,2279,2054,1468,894,560,17641
2839,315090,322,328,319,332,791,771,805,755,587,324,170,5504
2840,315100,536,536,521,539,1359,1253,1195,1179,813,482,270,8683
2841,315110,614,610,600,692,1754,1668,1560,1341,1096,561,295,10791
2842,315120,4093,4072,3908,3842,9059,9423,7751,6387,4784,2374,1152,56845
2843,315130,597,604,618,652,1410,1582,1445,1538,1170,692,424,10732
2844,315140,1831,1822,1816,2090,4690,4368,3928,3466,2404,1294,724,28433
2845,315150,1860,1912,1969,2242,5299,5445,5017,4529,3763,2002,1099,35137
2846,315160,949,933,965,979,1957,2182,1711,1297,876,419,177,12445
2847,315170,927,947,981,1026,2326,2391,2336,2426,1903,1106,531,16900
2848,315180,9572,9648,10048,11071,25369,26837,24898,20686,17317,9666,4726,169838
2849,315190,436,452,420,424,1079,1194,1146,1138,971,641,387,8288
2850,315200,2270,2245,2159,2309,5512,5035,4223,3842,2535,1394,724,32248
2851,315210,3342,3386,3441,3815,8896,9406,8662,7814,6048,3335,1858,60003
2852,315213,357,340,297,326,700,739,536,394,313,198,105,4305
2853,315217,1164,1109,897,863,1987,1666,1481,1211,874,618,365,12235
2854,315220,2331,2356,2266,2385,5619,6304,5238,4606,3446,2138,1134,37823
2855,315230,621,635,620,650,1551,1882,1814,1546,1112,589,394,11414
2856,315240,1211,1204,1038,1038,2498,2501,2226,1968,1424,929,638,16675
2857,315250,9035,9106,9469,10689,25563,25444,21827,18496,14023,7224,3417,154293
2858,315260,293,301,286,282,854,818,822,874,710,391,231,5862
2859,315270,556,563,564,652,1372,1322,1318,1272,840,439,230,9128
2860,315280,1791,1788,1779,1964,4374,4384,4189,3617,2409,1268,610,28173
2861,315290,426,432,426,453,1119,1119,1178,1197,1122,666,392,8530
2862,315300,192,181,171,207,479,528,557,530,422,250,141,3658
2863,315310,352,350,302,287,747,662,752,734,545,350,234,5315
2864,315320,219,227,197,184,527,494,537,486,342,236,123,3572
2865,315330,271,262,236,193,451,439,379,315,234,139,81,3000
2866,315340,1128,1149,1061,1163,3067,2880,3010,2678,1907,1104,533,19680
2867,315350,497,498,473,522,1223,1200,1143,1056,910,454,310,8286
2868,315360,688,690,690,755,1876,1846,1483,1349,910,431,213,10931
2869,315370,225,230,215,249,616,504,472,486,333,180,93,3603
2870,315380,74,82,83,92,247,217,304,350,270,148,81,1948
2871,315390,1028,1034,1039,1117,2642,2669,2451,1951,1495,762,313,16501
2872,315400,1351,1366,1293,1377,3061,3322,3361,3361,2602,1544,1025,23663
2873,315410,541,563,533,543,1379,1531,1448,1450,1240,823,471,10522
2874,315415,557,549,514,527,1171,1100,927,828,598,302,174,7247
2875,315420,639,657,662,702,1695,1692,1594,1637,1271,656,373,11578
2876,315430,1111,1131,1090,1093,2423,2383,2407,2199,1733,1153,673,17396
2877,315440,266,280,271,287,780,675,734,674,444,279,136,4826
2878,315445,582,592,499,489,1354,1217,1127,964,702,399,207,8132
2879,315450,757,739,696,705,1599,1633,1108,962,646,413,213,9471
2880,315460,25081,24137,23726,27344,60715,55383,48865,34858,25371,11541,4394,341415
2881,315470,218,224,230,248,560,628,540,483,518,239,173,4061
2882,315480,663,648,630,704,1740,1834,1606,1266,825,417,191,10524
2883,315490,868,858,809,828,1904,1980,1874,1630,1373,785,475,13384
2884,315500,121,125,123,144,409,410,363,408,287,140,100,2630
2885,315510,368,371,327,285,766,786,674,591,472,283,194,5117
2886,315520,285,298,262,279,768,682,788,848,533,364,225,5332
2887,315530,295,303,291,330,842,890,926,868,621,373,185,5924
2888,315540,457,461,453,580,1387,1340,1181,1266,925,584,330,8964
2889,315550,780,762,781,936,1881,1922,1790,1596,1067,564,277,12356
2890,315560,2337,2255,2021,2323,5702,5249,4080,3191,2126,1257,630,31171
2891,315570,776,793,772,864,2057,2066,2055,2069,1540,882,451,14325
2892,315580,942,979,995,1089,2772,2891,2398,2342,1856,1070,673,18007
2893,315590,296,304,290,323,779,743,829,799,587,345,198,5493
2894,315600,985,975,815,799,2031,1821,1546,1458,1083,687,435,12635
2895,315610,203,215,211,227,639,572,663,717,578,332,164,4521
2896,315620,141,136,130,161,357,349,308,331,253,108,61,2335
2897,315630,524,516,551,663,1358,1451,1146,998,611,330,185,8333
2898,315640,211,200,191,218,519,504,527,511,382,173,71,3507
2899,315645,244,240,221,273,695,738,724,613,481,266,153,4648
2900,315650,395,412,363,349,802,736,712,704,591,358,187,5609
2901,315660,646,640,579,641,1449,1487,1364,1289,990,710,474,10269
2902,315670,9043,8891,8804,10172,23009,21490,20024,16139,11701,5845,2759,137877
2903,315680,1109,1103,1005,979,2362,2248,1935,1812,1360,867,584,15364
2904,315690,1635,1634,1666,1818,4136,4283,3809,3201,2309,1334,731,26556
2905,315700,2621,2679,2591,2743,6362,6776,5837,4762,3688,2376,1429,41864
2906,315710,606,581,508,447,969,999,880,849,620,332,223,7014
2907,315720,2129,2114,2064,2108,5282,5370,4551,3711,2620,1259,665,31873
2908,315725,551,539,493,519,1204,1242,1194,1081,737,426,226,8212
2909,315727,204,204,176,194,486,429,496,521,282,142,78,3212
